id,name,address,city,phone,type,avg_rating,total_reviews_count,first_review_date,last_review_date
600.0,katia's,600 5th ave.,san francisco,,,5.0,113.0,2014-02-13,2017-05-22
601.0,kuleto's,221 powell st.,,415/397-7720,italian,4.8,50.0,2017-08-28,2019-04-02
,,2 new montgomery st.  at market st.,san francisco,415/546-5000,,4.7,,2012-11-03,2016-07-11
603.0,l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian,4.9,-10.0,,2023-02-28
604.0,le central,453 bush st.,san francisco,,french,4.5,3.0,2020-11-29,
605.0,le soleil,133 clement st.,san francisco,415/668-4848,asian,4.6,32.0,2014-07-25,
,,607 front st.,san francisco,415/398-5700,,4.4,117.0,2018-12-14,2022-09-13
607.0,manora,3226 mission st.,san francisco,415/861-6224,asian,4.6,55.0,2019-01-27,2020-05-18
,maykadeh,470 green st.,san francisco,415/362-8286,greek and middle eastern,4.4,273.0,,2018-11-15
609.0,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,,3.6,60.0,2012-03-28,2016-08-26
610.0,millennium,246 mcallister st.,,415/487-9800,vegetarian,3.8,98.0,2010-08-06,2012-04-22
611.0,moose's,1652 stockton st.,san francisco,415/989-7800,mediterranean,3.9,108.0,,2017-05-25
612.0,north india,3131 webster st.,,415/931-1556,asian,,46.0,2011-07-30,2015-03-06
613.0,one market,1 market st.,san francisco,415/777-5577,american,4.5,39.0,,2017-09-16
614.0,oritalia,1915 fillmore st.,san francisco,415/346-1333,italian,4.6,60.0,2017-08-29,2020-10-25
615.0,,500 post st.,san francisco,415/929-2087,french,3.8,106.0,,2020-08-16
616.0,palio d'asti,640 sacramento st.,san francisco,415/395-9800,italian,,83.0,2012-07-06,2016-09-15
617.0,pane e vino,,san francisco,415/346-2111,italian,4.9,,2010-03-19,2014-12-06
618.0,pastis,1015 battery st.,san francisco,415/391-2555,,3.6,,2012-09-15,2013-01-07
,perry's,1944 union st.,san francisco,415/922-9022,american,4.4,31.0,2015-06-17,
620.0,r&g lounge,631 b kearny st.,san francisco,415/982-7877,,3.6,,2019-05-08,2020-04-15
621.0,rubicon,558 sacramento st.,san francisco,415/434-4100,american,4.0,39.0,2014-05-20,2018-11-04
622.0,rumpus,1 tillman pl.,san francisco,,american,4.0,152.0,2013-06-07,2013-10-02
623.0,sanppo,1702 post st.,san francisco,415/346-3486,asian,4.5,,2016-08-13,2017-11-28
624.0,scala's bistro,432 powell st.,san francisco,415/395-8555,italian,,22.0,2010-11-10,2011-11-19
625.0,,108 south park,san francisco,415/495-7275,french,3.9,3.0,2015-10-03,2012-09-15
,splendido embarcadero,4,san francisco,415/986-3222,mediterranean,,21.0,2010-06-09,
627.0,stars,150 redwood alley,san francisco,415/861-7827,american,4.3,1.0,2016-04-22,2016-06-21
628.0,stars cafe,500 van ness ave.,san francisco,415/861-4344,american,4.0,246.0,2015-04-27,2017-11-17
629.0,,1240 9th ave.,san francisco,415/664-3664,greek and middle eastern,4.3,60.0,,2021-11-06
630.0,,3300 geary blvd.,san francisco,415/668-1783,asian,4.6,52.0,,2020-01-31
631.0,suppenkuche,601 hayes st.,,415/252-9289,russian/german,4.0,54.0,2014-09-28,
632.0,tadich grill,240 california st.,san francisco,415/391-2373,,4.4,24.0,2020-06-05,2023-09-28
633.0,the heights,3235 sacramento st.,san francisco,415/474-8890,french,4.8,12.0,2021-01-07,2023-10-24
634.0,thepin,298 gough st.,,415/863-9335,asian,4.2,65.0,2011-05-01,
635.0,ton kiang,3148 geary blvd.,san francisco,,asian,4.6,9.0,2021-01-15,2024-01-06
636.0,vertigo,600 montgomery st.,san francisco,415/433-7250,,,3.0,2012-05-12,2012-06-16
637.0,vivande porta via,2125 fillmore st.,san francisco,415/346-4430,italian,4.9,26.0,2012-12-24,2014-04-06
638.0,vivande ristorante,670 golden gate ave.,san francisco,415/673-9245,italian,3.8,56.0,2016-05-11,2019-10-02
,world wrapps,2257 chestnut st.,,415/563-9727,american,4.5,6.0,2010-05-09,2012-02-11
640.0,wu kong,101 spear st.,san francisco,415/957-9300,,4.8,111.0,2014-05-15,2014-09-19
641.0,,,,415/541-4949,asian,4.2,50.0,2012-05-02,2013-01-10
642.0,yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern,4.3,161.0,2015-10-16,2020-02-16
643.0,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french,4.7,3.0,2019-10-11,2021-06-23
644.0,zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish,4.2,1.0,2021-02-02,2021-04-13
645.0,zuni cafe & grill,1658 market st.,san francisco,415/552-2522,mediterranean,,18.0,,2016-03-18
646.0,apple pan  the,10801 w. pico blvd.,west la,310-475-3585,american,4.3,2.0,2016-07-16,
647.0,asahi ramen,,west la,310-479-2231,noodle shops,,,2015-09-11,2017-12-29
648.0,baja fresh,3345 kimber dr.,westlake village,805-498-4049,mexican,3.9,79.0,2014-12-25,2019-06-18
649.0,belvedere  the,,,310-788-2306,pacific new wave,3.9,32.0,2017-08-05,2019-03-21
650.0,benita's frites,1433 third st. promenade,santa monica,310-458-2889,fast food,4.7,12.0,2021-11-15,
651.0,bernard's,515 s. olive st.,los angeles,213-612-1580,continental,4.8,,2014-11-12,2018-08-10
652.0,bistro 45,45 s. mentor ave.,pasadena,818-795-2478,californian,4.6,,2010-10-13,2013-11-08
653.0,brent's deli,19565 parthenia ave.,northridge,818-886-5679,delis,3.6,96.0,,2022-02-04
,brighton coffee shop,9600 brighton way,beverly hills,310-276-7732,coffee shops,,13.0,2021-03-09,2024-08-13
655.0,bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,californian,4.4,82.0,2013-11-13,2017-08-08
656.0,bruno's,3838 centinela ave.,mar vista,310-397-5703,italian,4.5,70.0,2016-01-08,2016-09-13
657.0,cafe '50s,838 lincoln blvd.,venice,,american,4.0,34.0,2020-05-08,2021-03-30
658.0,cafe blanc,9777 little santa monica blvd.,beverly hills,310-888-0108,pacific new wave,4.6,3.0,2016-01-17,
659.0,cassell's,3266 w. sixth st.,la,213-480-8668,,4.2,,2015-10-11,2016-06-10
660.0,chez melange,1716 pch,redondo beach,310-540-1222,eclectic,4.1,7.0,2021-01-23,
661.0,diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian,2.9,47.0,,2020-07-25
662.0,,1136 westwood blvd.,westwood,310-209-1422,italian,4.3,,2016-02-02,2020-12-15
663.0,duke's,8909 sunset blvd.,w. hollywood,310-652-3100,,4.6,65.0,2011-12-09,2015-04-27
664.0,falafel king,1059 broxton ave.,westwood,310-208-4444,middle eastern,4.6,16.0,2017-07-09,2015-04-06
665.0,feast from the east,1949 westwood blvd.,west la,310-475-0400,,3.8,57.0,2018-02-12,2019-07-08
666.0,gumbo pot  the,6333 w. third st.,la,213-933-0358,cajun/creole,-0.5,69.0,2013-04-09,2015-01-17
667.0,hollywood hills coffee shop,,hollywood,213-467-7678,coffee shops,4.4,243.0,2016-06-12,2020-03-16
668.0,indo cafe,10428 1/2 national blvd.,la,,indonesian,4.1,3.0,2017-11-27,2021-09-09
669.0,jan's family restaurant,,la,213-651-2866,coffee shops,,50.0,2011-01-08,
670.0,jiraffe,502 santa monica blvd,santa monica,,californian,4.0,133.0,2016-11-01,
,jody maroni's sausage kingdom,2011 ocean front walk,,,hot dogs,,3.0,,
672.0,joe's,1023 abbot kinney blvd.,venice,310-399-5811,american (new),4.2,18.0,2012-07-28,2013-12-01
673.0,john o'groats,,west la,,coffee shops,4.4,58.0,2016-07-31,
674.0,johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,delis,4.6,30.0,2018-07-07,
675.0,johnny reb's southern smokehouse,4663 long beach blvd.,long beach,310-423-7327,southern/soul,4.6,42.0,2010-07-14,2014-09-18
676.0,johnny rockets (la),,la,213-651-3361,american,3.3,,2017-09-24,2018-08-25
677.0,,4000 colfax ave.,studio city,818-508-1570,seafood,4.8,68.0,,2014-08-30
678.0,kokomo cafe,6333 w. third st.,la,213-933-0773,,,,2014-10-08,2017-02-08
679.0,koo koo roo,8393 w. beverly blvd.,la,213-655-9045,chicken,3.2,73.0,2017-10-11,
680.0,la cachette,10506 little santa monica blvd.,,310-470-4992,french (new),4.5,,,2010-12-21
681.0,la salsa (la),22800 pch,malibu,310-456-6299,mexican,4.7,54.0,2010-03-15,2013-06-07
682.0,la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,mexican/tex-mex,4.2,22.0,,2015-07-16
683.0,langer's,704 s. alvarado st.,la,213-483-8050,,4.3,129.0,2021-05-25,2026-04-24
684.0,local nochol,,westlake village,818-706-7706,health food,4.3,2.0,2010-01-27,
685.0,main course  the,10509 w. pico blvd.,rancho park,310-475-7564,american,,41.0,2019-06-20,2021-03-10
686.0,mani's bakery & espresso bar,519 s. fairfax ave.,la,213-938-8800,desserts,,83.0,2010-11-25,2015-07-21
687.0,martha's,22nd street grill 25 22nd,st. hermosa beach,310-376-7786,,4.1,29.0,2015-11-13,
688.0,maxwell's cafe,,,310-306-7829,american,3.8,24.0,2015-03-03,2015-08-10
689.0,,1147 third st.,santa monica,310-451-0843,californian,,8.0,2015-08-14,2019-05-10
,mishima,8474 w. third st.,la,213-782-0181,noodle shops,4.7,35.0,2010-12-26,2011-06-05
,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,4.3,161.0,2019-01-16,2023-07-18
692.0,mulberry st.,,encino,818-906-8881,,4.5,,,2015-08-10
693.0,ocean park cafe,3117 ocean park blvd.,santa monica,310-452-5728,american,4.8,4.0,2019-04-03,2023-08-10
694.0,ocean star,145 n. atlantic blvd.,,818-308-2128,seafood,4.4,,2017-11-13,2019-02-25
,original pantry bakery,875 s. figueroa st. downtown,la,213-627-6879,diners,4.4,,2016-08-13,
696.0,parkway grill,,pasadena,818-795-1001,californian,,57.0,2013-09-14,2018-07-08
,pho hoa,642 broadway,chinatown,213-626-5530,,4.5,298.0,2017-10-29,2021-08-27
698.0,pink's famous chili dogs,,,213-931-4223,hot dogs,4.5,47.0,,2026-07-13
699.0,poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican,3.6,49.0,2021-01-29,
700.0,r-23,923 e. third st.,los angeles,213-687-7178,japanese,4.0,,,2023-01-25
701.0,rae's,2901 pico blvd.,santa monica,,diners,,226.0,2012-08-20,2015-07-22
702.0,rubin's red hots,15322 ventura blvd.,encino,818-905-6515,hot dogs,4.5,,2017-01-09,
,ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners,3.7,,2014-10-10,2016-01-18
704.0,russell's burgers,1198 pch,seal beach,310-596-9556,hamburgers,4.3,,2021-08-09,2023-07-13
705.0,ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,steakhouses,4.1,152.0,2021-05-27,2024-06-22
706.0,shiro,1505 mission st. s.,pasadena,818-799-4774,pacific new wave,3.6,135.0,2020-06-01,2020-09-06
707.0,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,,72.0,2011-12-15,2013-09-08
,sweet lady jane,8360 melrose ave.,la,213-653-7145,desserts,,72.0,2013-10-29,2015-05-07
,taiko,11677 san vicente blvd.,brentwood,310-207-7782,noodle shops,3.8,47.0,,2018-12-18
710.0,tommy's,2575 beverly blvd.,,213-389-9060,hamburgers,4.8,5.0,2018-12-30,2019-09-06
711.0,uncle bill's pancake house,1305 highland ave.,manhattan beach,,diners,3.6,26.0,,2016-09-20
712.0,water grill,544 s. grand ave.,los angeles,213-891-0900,,4.4,83.0,2011-08-23,2012-03-23
713.0,zankou chicken,1415 e. colorado st.,glendale,818-244-1937,middle eastern,4.5,28.0,2011-08-24,2013-06-03
714.0,,764 ninth ave.,new york city,212-307-1612,afghan,3.7,20.0,,2021-01-19
715.0,arcadia,21 e. 62nd st.,,212-223-2900,american (new),4.9,1.0,2015-06-14,2019-10-29
716.0,benny's burritos,93 ave. a,,212-254-2054,mexican,4.3,99.0,2016-06-17,
717.0,cafe con leche,424 amsterdam ave.,new york city,212-595-7000,cuban,,47.0,2019-10-14,2022-01-01
718.0,corner bistro,331 w. fourth st.,new york city,212-242-9502,hamburgers,3.9,29.0,,
719.0,cucina della fontana,368 bleecker st.,new york city,212-242-0636,italian,4.0,66.0,2019-01-21,2021-03-30
720.0,cucina di pesce,87 e. fourth st.,,212-260-6800,seafood,,11.0,2013-04-16,2015-09-25
721.0,darbar,44 w. 56th st.,,212-432-7227,indian,,126.0,2021-03-05,2025-03-08
722.0,ej's luncheonette,432 sixth ave.,new york city,212-473-5555,diners,,50.0,2021-06-19,2023-09-20
723.0,edison cafe,228 w. 47th st.,new york city,212-840-5000,diners,3.9,121.0,2016-01-10,2020-09-14
,elias corner,24-02 31st st.,queens,718-932-1510,greek,4.8,1.0,2013-10-16,2014-07-20
,good enough to eat,483 amsterdam ave.,,212-496-0163,american,4.1,,2012-10-19,
726.0,gray's papaya,2090 broadway,,212-799-0243,hot dogs,4.0,7.0,2012-03-06,2012-04-12
727.0,il mulino,86 w. third st.,new york city,212-673-3783,italian,,,2021-12-28,
728.0,jackson diner,37-03 74th st.,,718-672-1232,indian,3.9,74.0,2012-04-01,2013-04-12
729.0,joe's shanghai,9 pell st.,queens,718-539-3838,chinese,4.4,7.0,2015-05-12,2015-11-22
730.0,john's pizzeria,48 w. 65th st.,new york city,212-721-7001,pizza,3.6,185.0,2015-10-02,2016-12-28
731.0,kelley & ping,127 greene st.,new york city,212-228-1212,pan-asian,4.5,58.0,,2023-01-09
732.0,kiev,117 second ave.,new york city,212-674-4040,ukrainian,4.0,93.0,2020-02-11,2024-02-16
733.0,kuruma zushi,2nd fl.,new york city,212-317-2802,japanese,2.4,-19.0,2016-09-11,
734.0,la caridad,2199 broadway,new york city,212-874-2780,cuban,,26.0,2019-02-05,2023-09-05
735.0,la grenouille,3 e. 52nd st.,,212-752-1495,french (classic),4.1,,,
736.0,lemongrass grill,61a seventh ave.,brooklyn,718-399-7100,thai,,5.0,2015-03-30,2017-04-26
737.0,lombardi's,32 spring st.,new york city,212-941-7994,pizza,,3.0,2011-11-23,2013-08-02
738.0,marnie's noodle shop,466 hudson st.,new york city,212-741-3214,asian,3.3,40.0,,2014-07-30
,menchanko-tei,,new york city,212-247-1585,japanese,4.8,63.0,2015-03-11,2019-01-04
740.0,mitali east-west,296 bleecker st.,,212-989-1367,indian,4.3,,2010-07-21,2014-02-18
741.0,,435 amsterdam ave.,new york city,212-580-8686,thai,3.7,119.0,2013-10-18,2016-10-18
742.0,moustache,405 atlantic ave.,brooklyn,,middle eastern,4.5,101.0,2015-07-21,2018-09-18
743.0,nobu,105 hudson st.,new york city,212-219-0500,japanese,,53.0,2015-09-03,2019-04-30
744.0,,17 barrow st.,new york city,212-228-0822,continental,4.2,39.0,,
745.0,oyster bar,lower level,new york city,212-490-6650,seafood,,29.0,2023-08-22,2021-08-12
,palm,837 second ave.,new york city,212-687-2953,steakhouses,3.9,0.0,,2019-05-15
,palm too,,new york city,212-697-5198,steakhouses,,,2010-12-15,2014-06-30
748.0,,19 old fulton st.,brooklyn,718-858-4300,pizza,4.8,116.0,2014-11-26,2017-02-18
,peter luger steak house,178 broadway,brooklyn,718-387-7400,steakhouses,4.7,89.0,,2021-12-21
750.0,rose of india,308 e. sixth st.,new york city,,indian,4.9,25.0,2017-02-19,2019-12-29
751.0,sam's noodle shop,411 third ave.,new york city,,chinese,3.6,38.0,2015-06-30,
752.0,sarabeth's,1295 madison ave.,new york city,,,4.6,,2015-03-28,2015-12-31
753.0,sparks steak house,210 e. 46th st.,new york city,212-687-4855,steakhouses,4.5,,2014-11-15,2019-09-26
754.0,stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq,3.8,48.0,2016-12-12,2018-06-21
755.0,sushisay,38 e. 51st st.,new york city,212-755-1780,japanese,4.1,,2012-02-23,2012-10-06
756.0,sylvia's,328 lenox ave.,new york city,212-996-0660,southern/soul,3.7,17.0,2016-03-18,2017-10-18
757.0,szechuan hunan cottage,,new york city,212-535-5223,chinese,4.2,7.0,,2016-12-26
758.0,szechuan kitchen,1460 first ave.,new york city,212-249-4615,chinese,4.4,,2018-03-04,
759.0,teresa's,80 montague st.,queens,718-520-2910,polish,,22.0,2020-05-18,2025-04-23
760.0,thai house cafe,151 hudson st.,new york city,212-334-1085,thai,4.4,33.0,2016-02-04,
761.0,thailand restaurant,,new york city,212-349-3132,thai,3.7,30.0,2014-08-26,2018-12-19
762.0,veselka,144 second ave.,new york city,212-228-9682,ukrainian,4.1,2.0,2021-04-15,2024-07-30
763.0,westside cottage,689 ninth ave.,new york city,212-245-0800,chinese,4.3,103.0,,2018-03-19
764.0,windows on the world,107th fl.,new york city,212-524-7000,eclectic,4.1,10.0,2015-02-20,2017-09-21
765.0,wollensky's grill,205 e. 49th st.,new york city,212-753-0444,steakhouses,,55.0,2010-05-07,2012-06-23
766.0,yama,122 e. 17th st.,new york city,212-475-0969,japanese,,,2010-03-11,2011-04-06
767.0,zarela,953 second ave.,new york city,212-644-6740,mexican,4.0,7.0,2012-08-28,
768.0,andre's french restaurant,401 s. 6th st.,las vegas,702-385-5016,french (classic),4.8,2.0,2012-11-02,2013-06-04
769.0,,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,,,2018-08-28,2022-03-03
770.0,buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,seafood,3.8,,,2020-02-17
771.0,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,3.5,52.0,,
,,3700 w. flamingo rd.,las vegas,702-252-7702,italian,4.5,9.0,2016-06-27,2018-12-04
773.0,,202 e. fremont st.,las vegas,702-385-4011,continental,4.4,4.0,2020-11-02,2024-02-20
774.0,madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,,,54.0,2016-08-18,2017-01-06
,mayflower cuisinier,4750 w. sahara ave.,,702-870-8432,chinese,4.5,9.0,2014-04-19,2016-04-16
776.0,michael's (las vegas),3595 las vegas blvd. s.,las vegas,,continental,4.6,100.0,,2018-07-29
777.0,monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),4.2,40.0,2015-05-24,
778.0,moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,,4.5,53.0,,2017-04-30
779.0,,3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,3.8,125.0,2015-09-06,2017-12-12
,nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,4.2,11.0,,2021-10-03
781.0,piero's restaurant,355 convention center dr.,las vegas,702-369-2305,,4.2,49.0,2014-07-05,2017-06-22
782.0,spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,,4.4,25.0,2018-06-13,2022-11-01
783.0,steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,,,8.0,2021-10-08,
784.0,stefano's,129 fremont st.,las vegas,702-385-7111,italian,3.4,54.0,,2017-12-22
,,3645 las vegas blvd. s.,,702-739-4651,eclectic,,,,2015-05-11
786.0,tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,,4.1,,2014-10-29,
787.0,103 west,103 w. paces ferry rd.,,404-233-5993,continental,,,2020-01-23,
788.0,alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,,237.0,,2014-04-29
789.0,baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,3.8,37.0,2021-09-07,2024-04-26
790.0,barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,bbq,4.3,151.0,2014-12-20,2016-01-02
791.0,bistro  the,56 e. andrews dr. nw,atlanta,404-231-5733,french bistro,4.7,12.0,2020-02-06,2025-01-17
792.0,,375 14th st.,atlanta,404-876-3872,southern/soul,4.4,45.0,2019-06-11,2022-09-21
793.0,bradshaw's restaurant,2911 s. pharr court,,404-261-7015,southern/soul,3.7,,2019-05-28,2021-02-08
794.0,,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,4.8,70.0,2020-11-28,2023-11-13
795.0,cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,4.8,175.0,2012-03-21,2014-04-10
796.0,,4199 paces ferry rd.,atlanta,770-432-2663,american (new),4.7,95.0,2017-02-14,
797.0,carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers,4.6,5.0,,2015-07-27
798.0,carey's corner,1215 powers ferry rd.,marietta,770-933-0909,hamburgers,4.5,50.0,2013-08-05,2018-01-10
799.0,,,,404-262-2675,steakhouses,3.6,,2010-06-27,2014-09-02
800.0,chopstix,4279 roswell rd.,,404-255-4868,chinese,4.6,8.0,2018-03-10,2020-01-30
801.0,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul,4.6,39.0,2017-04-17,2018-08-20
802.0,eats,600 ponce de leon ave.,atlanta,404-888-9149,italian,,31.0,2018-11-19,2019-03-18
803.0,flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,,,2.0,2012-02-12,2015-10-17
804.0,frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex,4.4,48.0,2013-12-27,
805.0,greenwood's,,,770-992-5383,,4.1,,2018-02-12,2022-08-01
,harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq,4.8,,2019-12-02,2024-04-10
807.0,havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,3.0,18.0,2020-08-17,2021-05-04
808.0,house of chan,2469 cobb pkwy.,smyrna,770-955-9444,chinese,4.2,54.0,2010-11-20,2015-06-22
809.0,indian delights,,duluth,100-813-8212,indian,,11.0,2014-10-31,2015-08-08
810.0,java jive,790 ponce de leon ave.,atlanta,404-876-6161,coffee shops,,,2010-02-17,2012-08-15
811.0,johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,4.8,3.0,2019-10-28,
812.0,,1248 clairmont rd.,decatur,,coffeehouses,,,,2016-04-03
813.0,la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish,4.3,12.0,2019-11-13,2023-03-06
814.0,lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,,,9.0,,2016-04-03
815.0,majestic,1031 ponce de leon ave.,,404-875-0276,diners,3.1,55.0,,2013-03-12
816.0,morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,4.4,47.0,2020-07-19,2024-09-07
,my thai,1248 clairmont rd.,atlanta,404-636-4280,thai,4.3,190.0,2015-04-08,2019-07-15
818.0,nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern,,40.0,2015-02-06,2019-05-29
819.0,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,3.9,14.0,2017-10-05,2019-11-12
820.0,original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,3.9,53.0,2013-04-20,
,palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,,48.0,2018-04-16,2023-03-18
,rainbow restaurant,,,404-633-3538,vegetarian,3.9,,2015-02-24,2018-12-12
823.0,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),4.1,204.0,2017-11-11,2013-04-10
824.0,riviera,519 e. paces ferry rd.,atlanta,404-262-7112,,4.2,,2014-09-27,2017-08-28
825.0,,200 14th st. nw,atlanta,404-874-1388,coffee shops,4.3,33.0,,2014-09-20
826.0,soto,3330 piedmont rd.,atlanta,,,4.1,104.0,2013-08-14,2017-03-27
827.0,thelma's kitchen,,atlanta,404-688-5855,cafeterias,3.8,64.0,2017-02-05,2020-10-29
828.0,tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,0.0,14.0,2011-08-28,2012-08-11
,van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,american (new),3.7,84.0,,2014-04-16
830.0,veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,3.8,11.0,2017-11-14,
,white house restaurant,,atlanta,404-237-7601,diners,4.3,65.0,2018-12-16,2015-02-20
832.0,zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,4.2,116.0,2011-08-22,2016-06-04
833.0,bill's place,,san francisco,415-221-5262,hamburgers,4.3,86.0,2018-12-22,2020-08-29
834.0,cafe flore,2298 market st.,,415-621-8579,,4.9,,2019-04-22,2020-11-15
835.0,caffe greco,423 columbus ave.,san francisco,415-397-6261,continental,,43.0,2010-06-02,2015-04-07
836.0,campo santo,240 columbus ave.,san francisco,415-433-9623,mexican,4.1,10.0,2012-06-02,2017-05-07
837.0,cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean,3.8,23.0,2014-06-12,2015-05-30
838.0,doidge's,2217 union st.,san francisco,415-921-2149,american,5.0,83.0,2018-10-11,
839.0,,522 jones st.,san francisco,415-885-2767,diners,,11.0,2010-11-21,2015-08-18
840.0,dusit thai,,san francisco,415-826-4639,thai,4.2,159.0,2019-09-01,
841.0,ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese,4.4,2.0,2013-11-01,2017-10-06
,emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese,4.5,11.0,,2012-02-20
843.0,eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,3.9,3.0,2020-05-12,2021-04-27
844.0,hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,4.7,41.0,2011-01-16,2014-12-25
