ingredients_text,countries_en
"Water, sugar, wheat flour, high fructose corn syrup, chocolate chips (sugar, chocolate liquor, anhydrous dextrose, cocoa butter, soy lecithin [emulsifier], vanilla extract), glycerol, cocoa, modified tapioca starch, partially hydrogenated soybean oil, pal",United States
Vegetables,Ireland
"Whole milk, sugar, cream, cocoa processed with alkali, skim milk powder, cocoa liquor, cocoa butter, soy lecithin, vanilla extract, locust bean gum, guar gum, carrageenan, mono and di glycerides",United States
"eau, graines de moutarde 27%, vinaigre de table, vinaigre de vin (avec estragon), sel de cuisine, sucre, épices, curcuma, épaississant: E415. ",Switzerland
"Céréales 51,5 % (farines de _blé_ et de _seigle_), sucre, matières grasses hydrogénées et non hydrogénées (palme, coprah, colza), sirop de glucose, poudre de cacao maigre 3,9 %, _lactose_, poudres à lever : carbonates de sodium, carbonates d'ammonium, diphosphates, _lait_ écrémé et _lait_ entier en poudre, sel, arômes, émulsifiant : lécithines de tournesol, protéines de _lait_.",France
"Milk, sugar",United States
"Poitrine de dinde (78 %), eau (17 %), amidon modifié (E1420) (1 %), sucre, sel, stabilisants (E407, E452), conservateurs (E250, E325), poivre noir, paprika épicé, romarin, fibres alimentaires, arôme fumée, arôme de poulet.",France
"Potatoes, sunflower and/or canola oil, salt.",United States
"Semolina, dried sweet corn, dried carrot, dried squash, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",United States
"Dates, orange chocolate chunks (dark confectionery coating {sugar, partially hydrogenated vegetable oils [palm kernel, palm, coconut], cocoa powder processed with alkali, cocoa powder, whey [milk], soy lecithin [emulsifier], sorbitan monostearate, polysorbate 60, salt, vanillin [artificial flavoring]}, orange oil).",United States
"Pasteurisert _melk_ og _fløte_, salt, løk, stabilisator (johannesbrødkjernemel og guarkjernemel), paprika, krydder, hvitløk",Norway
"Eau, sucre, miel (0,18%), extrait de thé vert (0,14%), arôme naturel, antioxydant : acide ascorbique, acidifiant : acide citrique, arôme ginseng",France
"Bread crumbs (enriched flour[flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn canola oils), water gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, corn meal, rice flour, potato flour, butter, dough conditioners (mono- and diglycerides, sodium and/or calcium srearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs), seasoning blend (garlic, onion, monosodium glutamate, salt, parsley, oregano, cumin, tricalcium phosphate), salt and dehydrated parsley.",United States
"Peppers, distilled vinegar, water, salt, calcium chloride, natural flavors, yellow #5, sodium benzoate and sodium metabisulfite (to preserve freshness).",United States
"Morue 50%, huiles végétales (tournesol, colza), farine de blé, oeuf, poivrons rouges, oignons préfrits (oignons, huile de tournesol), fécule de pomme de terre, eau, flocons de pomme de terre, huile d'olive vierge extra, persil, ail, agents levants (poudre à lever : E450i, E500ii, amidon de froment, farine de froment), blanc d'?uf en poudre, épice et extrait d'épice 0.4%, [Oh exprimés sur la totalité du produit.) Traces possibles de lait, crustacés, céleri, soja, mollusques, moutarde.",France
"_Speisequark_, 9% _Joghurt_ mild aus entrahmter Milch",Germany
"Whole pasteurized bufala milk, calcium chloride, salt, fermented lactics, rennet.",United States
"Ingredients: water, whole soybeans, calcium,aulfate, nigari (sea water extract)",United States
"Mangoes, water, sugar, lemon juice, dextrose, less than 1% guar gum and locust bean gum.",United States
"Organic dates, organic chia seeds, organic coconut.",United States
"eau, huile de colza, amidon modifié, sirop de glucose-fructose, arôme (contient du lactose), vinaigre, jaune d'oeuf, poudre de crème, acidifiants:glucono-delta-lactone-acide tartrique-acide citrique-acide lactique, extrait de levure, sel, colorants:beta carotène - extrait de paprika, protéines de lactosérum (contient du lactose), conservateur: sorbate de potassium - benzoate de sodium, épaississants: farine de graines de caroube-gomme xanthane, poudre d'oignons, poudre d'ail, extrait d'épice.",France
"Non-dairy product ingredients: water, cane sugar, palm oil, contains 2% or less of: sodium , caseinate (a milk derivative)*, dipotassium, phosphate, natural and artificial flavors, mono and diglycerides, sodium stearoyl lactylate, polysorbate 60, carragee",United States
Limones de la variedad Primofiori. Categoría I. Calibre: 3/4 ,Spain
"Enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, corn syrup, water, palm and palm kernel oil, palm and soybean oils with tbhq and citric acid to protect flavor, cocoa, invert sugar. contains 2% or less of each of the following: soy flour, barley malt extract, leavening (baking soda, sodium aluminum phosphate), kosher gelatin, nonfat dry milk, corn starch, modified tapioca and corn starch, salt, datem, annatto extract (color), soy lecithin, mono- and diglycerides, natural and artificial flavors, spice, whey, egg whites, soybean oil.",United States
"Romaine lettuce, carrot, red cabbage.",United States
"Carbonated water, high fructose corn syrup, citric acid, natural and artificial flavors, sodium benzoate (a preservative), potassium citrate, red 40, blue 1.",United States
"Glucose syrup, sugar, vegetable fat, gelatine. acidulant (citric acid), fruit powder mixture (1%), colouring (beetroot red), vitamin c, natural flavouring.",United States
100% café.,France
"Pepperoncini, water, salt, vinegar, citric acid, sodium metabisulfite (to retain color) sodium benzoate, fd&c yellow#5",United States
"Water, balsamic vinegar, soybean oil, vinegar, sugar, extra virgin olive oil, salt, contains less than 2% of: spices, xanthan gum, onion, garlic, red bell peppers*, parsley*, sorbic acid, citric acid, paprika (color).",United States
"_Weizenmehl_, Pflanzenmargarine (Palmöl, Palmkernöl, Palmstearin, Sonnenblumenöl, Wasser, Emulgator: _Sojalecithin_, natürliches Aroma, Zitronensäure), Rosinen (16%), _Gerstenmalzsirup_, _Weizenvollkornmehl_, _Haselnüsse_, _Sesam_, Dattelstückchen (4%), Korinthen (4%), _Eier_, Kokosraspel, _Sojamehl_, Zitronensaft, Reismalzsirup, _Mandelblättchen_, Meersalz.",Germany
"Banana peppers, water, salt, vinegar, tumeric, polysorbate 80.",United States
"Peaches, water, ascorbic acid (vitamin c) to protect color, citric acid, sucralose and acesulfame k",United States
"Enriched wheat flour (wheat flour, ascorbic acid added as dough conditioner, iron, reduced iron, thiamine mononitrate, riboflavin, enzymes, folic acid, sugar, soybean and/or canola oil, water, eggs, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, soy lecithin, natural flavor), buttermilk (part-skim milk, salt, sodium citrate, bacterial culture), artificial flavor, baking powder (sodium acid pyrophosphate, sodium bicarbonate, cornstarch, monocalcium phosphate), dextrose, whey powder, salt, mono- and diglycerides, egg whites, sodium stearoyl lactylate, xanthan gum, cellulose gum, citric acid, soy lecithin.",United States
"Whole wheat flour, water, wildflower honey, wheat gluten, sunflower seeds, poppy seeds, sesame seeds, salt, yeast.",United States
"Filtered water, organic corn, organic potatoes, organic onions, organic cream, organic lowfat milk, organic carrots, organic bell peppers, organic green chiles, organic celery, organic grade aa butter (organic cream, salt), organic leeks, organic cornstar",United States
Organic peanuts,United States
"Pork rinds, sunflower oil, salt, maltodextrin, vinegar solids, garlic powder, sugar, malic acid, citric acid, modified food starch, dill, dextrose, canola oil, natural flavor, and acetic acid.",United States
"Fromage 50 % (_lait_ de vache pasteurisé, sel, ferments _lactiques_, enzyme coagulante), huile de colza 49,3 %, herbes de Provence 0,4 %, poivrons rouges 0,3 %.",France
"Alaska pollock, water, egg whites, corn starch, sugar, sorbitol, contains 2% or less of: king crab meat, natural and artificial flavor (extracts of blue crab, snow crab, lobster, and alaska pollock), refined fish oil* (anchovy, sardine), rice wine (water, rice, koji), modified tapioca starch, sea salt, carrageenan, yam flour, potassium chloride, disodium inosinate, sodium pyrophosphate, soy lecithin, carmine, paprika, color added.",United States
"Tomates séchées partiellement réhydratées 53 % (_Anhydride sulfureux_), huile de tournesol, huile d'olive vierge extra, sel marin, sucre, origan, poivre noir moulu, ail (en poudre), arômes, correcteurs d'acidité : acide lactique, acide citrique, affermissant : chlorure de calcium",France
"Apples, high fructose corn syrup, corn syrup, water, ascorbic acid (to maintain color).",United States
"Sugar, enriched bleached wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), soybean oil, water, eggs, pumpkin, contains 2% or less of: maragarine (palm oil, water, salt, mono and diglycerides, soy lecithin, sodium benzoate, a",United States
"Saumon atlantique d'élevage (Salmo salar) 93,1 %, sel, zeste dl citron 0%, thym thym citron arôme naturel de citron. Peut contenir de traces de sésame et de moutarde. les informations en gras sont destinées aux personnes allergiques et intolérantes. Conseils de préparation : Ouvrir la barquette 20 minutes avant de servir. Conservation : à consommer iusqu'au : voir la date figurant sur l'emballage. Après ouverture, à conserver au réfrigérateur et à consommer dans les 24h. A conserver entre OOC et +40C. Produit décongelé, ne pas recongeler.",France
"Carbonated water, high fructose corn syrup, caramel color, phosphoric acid, caffeine, natural flavor, sucralose.",United States
"Légumes* 74% (pommes de terre du Val de Loire* 39,5%, haricots verts de Vendée* 27,5%, oignons d'Espagne* &quot;Champignons de Paris&quot; de Hollande* 2%), eau de cuisson, viande de dinde fermière du Poitou* 8,5%, huile d'olive vierge extra*, persil de France*. *Ingrédients issus de l'agriculture biologique Analyse nutritionnelle moyenne pour 100g Voedingswaardevermelding voor 100g",France
"Sucre, farine de _blé_ tendre, _beurre_ frais 25 %, _oeufs_ frais, poudres à lever (diphosphates et carbonates de sodium (_blé_)), arôme naturel et arôme naturel de vanille sel.",France
"_Œufs_ frais (origine France) 30 %, chair de _brochet_ (20%), semoule de _blé_ dur, eau, beurre (dont _lait_) (origine France) 11.9%, _lait_ entier, sel",France
"Zucker, Kakaobutter, Kakaomasse, _Vollmilchpulver_, Glukosesirup, _Butter_, _Kondesmilch_, _Schlagsahne_, Wasser, _Haselnusskerne_, Kaffeepulver, Emulgator: _Sojalecithin_; Vanilleextrakt",Germany
"Canola or soybean oil, horseradish, water, dijon mustard (distilled vinegar water, mustard seed, salt, white wine, guar gum, citric acid, tartaric acid, sugar, turmeric spices), egg yolks, distilled vinegar, garlic, spices, sea salt, lemon juice concentra",United States
Sliced Mushrooms,Australia
"Pasteurized organic whole milk, carrots, carrot juice concentrate, sea salt, honey, live active cultures.",United States
Viande de porc dans le filet,France
"Ingredients: water, green chili (30%), ,sugar, garlic (4.1%), salt, acidity regulator (acetic acid : e260), thickener (modified corn starch : e1422), stabilizer(xanthan gum : e415)",United States
"Green tea, citric acid, maltodextrin, sucralose & acesulfame potassium (as sweeteners), sugar, modified corn starch, dextrose, natural flavors",United States
"Cocoa liquor, sugar, almonds (15%), cocoa butter, emulsifier: soy lecithin.",United States
"Calamata olives, extra virgin olive oil, salt, garlic, lactic acid, and/or vinegar.",United States
"Filtered water, sugar, condensed skim milk, cream, pectin, fumaric acid natural flavor, ascorbic acid (vitamin c), lactic acid, purple sweet potato juice (color), citric acid, reb a (purified stevia extract), panax ginseng root extract, yerba mate extract",United States
"Peaches, water, nonfat yogurt (cultured pasteurized fat free milk, fat free milk solids), skim milk, milk, sugar, orange juice concentrate, cream, contains less than 2% of: ascorbic acid, gelatin, modified corn starch, natural flavor, steviol glycosides, vanilla extract, xanthan gum.",United States
